Sr No.,State,NH-No.,Toll Plaza Name,Toll Plaza Location,Section / Stretch,TollPlazaID
930,Uttar Pradesh,24B (Old 30 ),Dakhina Sekhpur,Km 42.550,Luckanow - Raebarilly (Km 12.700 to Km 82.700 ),405
931,Uttar Pradesh,9,Dasna EPE,Km 29.300,Ghaziabad - Hapur & Hapur Bypass ( Km 27.643 to Km 48.638 & ByPass of Km 11.250),36
932,Uttar Pradesh,NE II,Dasna(EPE),Km 52.192,From Km 46.500 to 71.000,5762
933,Uttar Pradesh,NE II,Duhai(EPE),Km 44.512,From Km 22.000 to 46.500,5761
934,Uttar Pradesh,730,Dularpur,265.865,Bahraich Km.248.400 to Shrawasti Km.310.000,5702
935,Uttar Pradesh,NH30 (24B),Etaura Bujurg,Etora Bujurg,Raebarel iPrayagraj Section,5918
936,Uttar Pradesh,24 (New 30),Faridpur,Bareilly(Distt).,BareillySitapur,6621
937,Uttar Pradesh,NE II,Fatehpur Rampur(EPE),Km 83.005,From Km 71.000 to 93.000,5764
938,Uttar Pradesh,NH 730,Golhaura Fee Plaza,Barhani Katya Chawk near shohratgarh,35.576 Km,6592
939,Uttar Pradesh,NH 76 E (New NH 35),Gopalpur Toll Plaza,VillageGopalpur at Design Km 477.450,PrayagrajMirzapur Section km 450.150 to km 486.970,6670
940,Uttar Pradesh,28C,Gulalpurva,Km 125.200,Km 99.00 to Km 152.847(Bahraich ByPass to Rupadih),474
941,Uttar Pradesh,730,Gulhaura,407.75,384.874 to 420.450,5776
942,Uttar Pradesh,2,Gurau (Semra Atikabad),Km 285.000,Shikohabad - Etawah (Km 250.000 to Km 321.100),92
943,Uttar Pradesh,730,Hadawa,466.3,Widening and Strengthening from Km. 454000 to Km. 470900 Km. 474000 to Km. 484000 of NH730 in the State of Uttar PradeshTwo lane with paved shoulder on EPC mode.,4586
944,Uttar Pradesh,30,Handia,Km 239.950,Allahabad Bypass (Km 158.000 - Km 0242.708),42
945,Uttar Pradesh,NH 27,Harro,Km 38.200,Allahabad UP to MP Border,5723
946,Uttar Pradesh,56 ( New NH 31),Hauj,237.565,4Laning of Sultanpur to Varanasi Section of NH56 (PackageII) from Ch 205000 to 263000 in the state of Uttar Pradesh under NHDP PhaseIV on EPC Mode.,6623
947,Uttar Pradesh,730,Hitouta,69.700 Km.,Work of Rehabilitation of Upgradation of PilibhitPuranpur Section (km 38.00 to km 82.00) at km. 69.700 of NH730 to two lane with paved shoulder under EPC mode in state of Uttar Pradesh.,5900
948,Uttar Pradesh,30,Itaunja (Barabhari),Km 467.00,Lucknow Sitapur (413.200 488.270),209
949,Uttar Pradesh,NH 709 AD PKG II,Jagahedi,71.100,Shamli to Muzaffarnagar,6776
950,Uttar Pradesh,(NE II),Jakhauli(EPE),Km 5.5,From Km 1.000 to 22.000,5757
951,Uttar Pradesh,NH232,Jindpur,At km. 229.006,133.285 Km,4552
952,Uttar Pradesh,709B,Jiwana,Km 34.500,EPE Crossing to Start of Shamli Bypass,5743
953,Uttar Pradesh,NH 76,Jorwara,320.635,Rehabilitation and upgradation from Km 285.000 to 326.000 (KalupurLalata Road) of NH76 to two lane with paved shoulder on EPC Mode in the State of Uttar Pradesh,6595
954,Uttar Pradesh,24,Joya,Km 121.975,Garhmukteshwar - Moradabad (Km 93.00 to Km 149.250),24
955,Uttar Pradesh,29,Kaithi,Km 28.585,Vara0si Ghazipur,5790
956,Uttar Pradesh,NE 3,Kashi,Km 58.230,DME Pkg.IV Greenfield DelhiMeerut Expressway from Dasna to Meerut (Km. 27.740 to Km 59.777) in UP on EPC Mode,5924
957,Uttar Pradesh,2,Katoghan,Km 120.500,Rampur - Thariwan - Khokharaj (km 94.145 to km 158),165
958,Uttar Pradesh,30,Khairabad (Karondi),Km 420.00,Lucknow Sitapur (413.200 488.270),384
959,Uttar Pradesh,86,Khanna,km 105.500,Kanpur-kabrai,410
960,Uttar Pradesh,30,Khokhraj,Km 161.850,Allahabad Bypass (Km 158.000 - Km 0242.708),42
961,Uttar Pradesh,34,Kiratpur Toll Plaza,167.328,AligarhKanpur Section (Aligarh to Bhadwas PkgI),6603
962,Uttar Pradesh,231,Kunwarpur,Km 132.400,Raibarelly- Jaunpur (Km 86.00 to Km 166.400),461
963,Uttar Pradesh,334,Kurana,47.9,Meerut Bulandsahar,5706
964,Uttar Pradesh,NH 74(New NH 30),Labhera Toll plaza,321.680,74.46 KM,6678
965,Uttar Pradesh,30,Lalanagar,Km 279.120,Allahabad - Handia - Varanasi (Km 245.00 to Km 317.389,161
966,Uttar Pradesh,60,Laxmannath,Km 52.000,Baleshwar - Kharagpur,260
967,Uttar Pradesh,91,Luharli,Km 47.500,Ghaziabad-Aligarh section ch. 23.600 to 149.900,429
968,Uttar Pradesh,93,Madrak,Km 71.820,Agra Aligarh Section,380
969,Uttar Pradesh,2,Mahuvan,Km 164.000,Delhi - Agra,160
970,Uttar Pradesh,30,Maigalganj,372.167,340.800 to 419.590,6726
971,Uttar Pradesh,28,Mandawnagar,Km 198.000,Ayodhaya - Gorakhpur,77
972,Uttar Pradesh,(NE II),Maujpur (EPE),Km 108.570,From Km 93.000 to 114.00,5758
973,Uttar Pradesh,NE II,Mawikalan(EPE),Km 15.36,From Km 1.000 to 22.000,5760
974,Uttar Pradesh,NH29,Mirzapur ( Kyampur ) fee plaza,NH-29,84.160 KM To 149.540 KM,5970
975,Uttar Pradesh,93,Mohammad Ibrahimpur,Moradabad,AgraMoradabad,6771
976,Uttar Pradesh,OLD 76E(NEW NH 35),Mungari,417.25,Prayagraj to Mirjapur,5724
977,Uttar Pradesh,28,Muzaina Hetim,Km 313.372,Gorakhpur - Kasiya,163
978,Uttar Pradesh,NH24,Nainsar,Km. 75.915,Rehabilitation and Up gradation of So0uli to Gorakhpur Section (Km.0000 to 80.000) of NH 29E (New NH24) in Uttar Pradesh to two lane with paved shoulder on EPC mode under NHDP PhaseIV,4613
979,Uttar Pradesh,30,Nawabganj,Km 185.544,Allahabad Bypass (Km 158.000 - Km 0242.708),42
980,Uttar Pradesh,25,Nawabganj,Km 39.000,Kanpur - Ayodhaya,212
981,Uttar Pradesh,24,Niyamatpur Ekrotiya,Km 172.698,Moradabad - Bareilly Road Section (Km 148 To Km 262),396
982,Uttar Pradesh,231,Nuruddinpur,Km 40.000,Raibarelly- Jaunpur (Km 0.000 to Km 86.000),462
983,Uttar Pradesh,709 A,Patni Pratapur,At Design Km 76.440 of NH709A near Patnipartapur Village of Shamli district of Uttar Pradesh.,4L PS of Meerut to after Bridge over River Yamuna Haryana via Shamlifrom km. 0.00 to km. 88.476 of NH709ARCW,6811
984,Uttar Pradesh,NH232 1st,Pidhi,Km 51.150,155.9,4622
985,Uttar Pradesh,2,Plaza 1,Km 18.70,Badarpur Elevated Highways (Km 18.70 And Km 20.200),89
986,Uttar Pradesh,2,Plaza 2,Km 20.200,Badarpur Elevated Highways (Km 18.70 And Km 20.200),89
987,Uttar Pradesh,NH 7,Pratappur Toll Plaza,Pratappur Fee Plaza in Mirzapur District at Km 27.275,VaranasiDagmagpur section and DagmagpurLalganj section of NH7 From Km 15.100 to Km 80.000,6689
988,Uttar Pradesh,2 and 3,Raibha,Km 10.800,Agra Bypass (Km 0.000 - Km 32.800 ),491
989,Uttar Pradesh,NH96 New NH330,Ramnagar Gansiyari,KM. 118.430,100.800 to 135.500,5717
990,Uttar Pradesh,60,Rampura,Km 103.500,Baleshwar - Kharagpur,224
991,Uttar Pradesh,330 A,Rasulpur Mu Mithegaon,Village Mithegaon,Jagdishpur Ayodhya,6775
992,Uttar Pradesh,28,Raunahi,Km 107.000,Kanpur - Ayodhaya,211
993,Uttar Pradesh,NH730A,Sabli,Sabli Powayan Shahjahanpur,Km. 61.500,4626
994,Uttar Pradesh,30,Sahson,Km 216.815,Allahabad Bypass (Km 158.000 - Km 0242.708),42
995,Uttar Pradesh,28,Salemgarh,Km 361.902,UP/ Bihar Border - Kasia,162
996,Uttar Pradesh,730,Sarai Sundar,Km. 9.840,Work of Rehabilitation of Upgradation of PilibhitPuranpur Section (km 0.00 to km 38.00) at km. 9.840 of NH730 to two lane with paved shoulder under EPC mode in state of Uttar Pradesh.,5901
997,Uttar Pradesh,730,Semraraja,Km. 515.200,PARATWAL MAHARAJGANJ SECTION,5789
998,Uttar Pradesh,NH27,Semri,km 140.400 on NH27 (Old NH25),JhansiOrai section of NH25 (New NH27) from Km. 90.300 to Km. 225.713 (length 135.413 km),4546
999,Uttar Pradesh,NH28C (New927),Shahabpur,5.925 Km,Barabanki Jarwal,5739
1000,Uttar Pradesh,NH 24,Sherpur Chamaraha,5.6,17.66,5693
1001,Uttar Pradesh,76,Shrishikalan,Km. 193.600,Rehabilitation and up gradation from Km 178.000 to Km 215.000 (KabariBanda Section) of NH76 to 2lane with paved shoulder on EPC mode,5895
1002,Uttar Pradesh,58,Siwaya,Km 75.990,Meerut - Muzaffarnagar,39
1003,Uttar Pradesh,91,Somna (Gabana),Km 113.30,Ghaziabad-Aligarh section ch. 23.600 to 149.900,430
1004,Uttar Pradesh,30,Soraon,Km 196.605,Allahabad Bypass (Km 158.000 - Km 0242.708),42
1005,Uttar Pradesh,NH 709AD,Tamsabad,Tamsabad,Panipat to Shamli (PKG I),4581
1006,Uttar Pradesh,34,Tarwa Dewa,Km 299.507,4 Laning of AligarhKanpur Section of NH91 Pkg3 Kalyanpur0viganj,5863
1007,Uttar Pradesh,28,Tendua (Gorakhpur Bypass),Km 256.500,Gorakhpur Bypass,45
1008,Uttar Pradesh,24,Thiriyakhetal,km 228.885,Moradabad - Bareilly Road Section (Km 148 To Km 262),397
1009,Uttar Pradesh,2,Tundla,Km 224.950,Tundla - Makhanpur (Km 199.660 to Km 250.533),10
1010,Uttar Pradesh,25,Ukasa ( Chamari),Km 229.913,Orai Barah,34
1011,Uttar Pradesh,76(New NH 35),Umapur,KM 377.550,Mau to Jasra,5725
1012,Uttar Pradesh,26,Vighakhet,Km 85.280,Jhansi - Lalitpur (Km 49.700 to Km 99.005),201
1013,Uttarakhand,NH58 (new NH334),Bahadrabad,Ch. 187.370 (near Bongla Bypass),Muzaffar0gar Haridwar Section of NH58. Package 2 Start of Roorkee Bypass to End of Roorkee Bypass Design Km. 167.200 to Km. 180.300 Package 3 End of Roorkee Bypass,5714
1014,Uttarakhand,NH 125,Banushi,Khatima,52.200,4547
1015,Uttarakhand,NH73 (new NH344),Bhagwanpur,Ch. 15.945 (near Bhagwanpur),ChutmalpurGaneshpur of NH72A from Km.0.000,5716
1016,Uttarakhand,NH58 (new NH334),Chhapar,Ch. 138.552 (near Vill. Chhapar),Muzaffar0gar to Haridwar,5713
1017,Uttarakhand,NH 74,Deoria,Km 222.270,Kashipur Sitarganj Section,4536
1018,Uttarakhand,74,Jagatpur Patti,Ch. 145.054,0gi0 Kashipur (98.793 Km),5795
1019,Uttarakhand,NH 9( Old NH 87),Koyla,Km 11.270,43.446,5861
1020,Uttarakhand,NH 72 (New NH 7 34),Lacchhiwala,Lacchhiwala,37.148 KM,5652
1021,Uttarakhand,74,Puraini,Puraini Distt Bijnor UP,,5752
1022,Uttarakhand,74 (Old 734),Rawason Bridge (MoRTH),Km 20,Bridge of Rawason river in Km. 19,364
1023,Uttarakhand,NH73 (new NH344),Sarsawa,Ch. 81.155 (near Sarsawa),4Laning of GagalheriSaharanpurYamu00gar (UPHarya0 Border) Section of NH73 from Km.33.000 (Design Ch.35.400) to Km.71.640 (Design Ch.86.855) in the State of Uttar Pradesh under NHDPIV on HAM,5715
1024,Uttarakhand,NH73 (new NH344),Sayed Mazera,Ch. 32.435 (near Chamarikheda),NH73 from Km. 0.000 (Km. 33.000 of NH73) to Km. 35.400 (Km. 71.640 of NH73,5712
1025,West Bengal,12,Ayespur Toll Plaza,Km. 54.390,4laning of BarasatKrishnagar section of NH12 (Old NH34) from Km. 48.553 to Km. 115.272,6847
1026,West Bengal,2,Banskopa,Km.507.085,Barwa Adda to Panagarh including Panagarh Bypass Km.398.240 Km.521.121,4545
1027,West Bengal,NH 12 ( Old NH 34 ),Barai Toll Plaza,411.850,Raiganj Dalkhola,6669
1028,West Bengal,2,Beliyad,Km 438.500,Barwa Adda - Panagarh,282
1029,West Bengal,34,Chakseherdi (Gazole) Bagsarai,Km 351.440,Farakka - Raiganj (km 295.000 - km 398.000),486
1030,West Bengal,2,Dankuni,Km 646.005,Palsit - Dhankuni (Km 587.853 - Km 651.602),279
1031,West Bengal,16,Debra,Km 112.245,Dhankuni - Kharagpur,231
1032,West Bengal,NH 31 (new17),Ghogarkuthi,at Ch. 801.120,Pundibari to Bakshirhat,5659
1033,West Bengal,34,Gopgram (Shibpur),Km 206.562,Baharampore - Farakka (Km 191.416 to Km 294.684),389
1034,West Bengal,31C,Guabari,Km 243.00,Salsalabari - Assam Bengal Border (Km 228.000 - Km 254.500),398
1035,West Bengal,31D,Husludanga,Km. 77.830,Km. 0.000 to Km. 83.785 (GhoshpukurSalsalabari Section) of NH31D,5774
1036,West Bengal,16,Jaladhulagori (Dhulagarh),Km 35.250,Dhankuni - kharagpur,280
1037,West Bengal,NH60A (new NH314),Kalapathar,Kalapathar,Bankura to Purulia,5699
1038,West Bengal,34,Kishorpur (Chandermore),Km 260.850,Baharampore - Farakka (Km 191.416 to Km 294.684),388
1039,West Bengal,Old 34 New 12,Lakshmipur (Eighteen Mile ),Km 297.867,Farakka - Raiganj (km 295.000 - km 398.000),485
1040,West Bengal,NH 60 (New NH 14),Mejia,Km 267.250,Dhaldanga Mejia,5701
1041,West Bengal,NH 117,Namkhna,at Km. 114.430,Km 111.710 to km114.975 of NH117,5638
1042,West Bengal,2,Nivedita Setu,Km 654.059,Second Vivekananda Bridge & Approach,278
1043,West Bengal,2,Palsit,Km 585.692,Panagarh - Palsit (Km 520.103 - Km 587.853),273
1044,West Bengal,31D,Panikauri,Km. 33.400,Km. 0.000 to Km. 83.785 (GhoshpukurSalsalabari Section) of NH31D,5773
1045,West Bengal,31,Paschim Madati,Km 547.350,Sonapur - Ghoshpukur (Km 551.000 - Km 507.000),223
1046,West Bengal,19 (OLD NH 02),Rajchandrapur (Howrah),SECOND VIVEKANANDA BRIDGE TOLLWAY COMPANY PVT. LTD.,6 LANNING,6612
1047,West Bengal,AH48,Rangalibazna,Km. 74.900,May0guri Changrabandha to Jargaon Hasimara Dhupguri,5662
1048,West Bengal,NH34 (Old) NH12 (New),Sali Bamandanga,141.14,Krish0garBaharampore section of NH34 from Km 115.342 to Km 191.700 (76.358 Km),5634
1049,West Bengal,327 ( Old 31C ),Satbhaiya,Km. 23.400,Satbhaiya,5686
1050,West Bengal,41,Sonapetya,Gobindopur Tamluk Purba Medinipur West Bengal 721627,Kolaghat Haldia Km 0.000 to Km.53.472 of NH116,232
1051,West Bengal,31 (new17),Sulkhapara,Km. 117.050,Mongpong to ChalsaTelipara,5664
1052,West Bengal,31,Surjapur,Km 451.00,Dalkhola - Islampur (Km 447.00 - Km 498.970),281
